Posted On,BHK,Rent,Size,Floor,Area Type,Area Locality,City,Furnishing Status,Tenant Preferred,Bathroom,Point of Contact,property_id,temperature,humidity,description,feels_like,Rent_per_Sqft,Log_Rent,Is_Furnished,Monthly_Rental_Income,Est_Property_Value,Rent_Yield_Estimate,City_Median_Rent_Sqft,Investment_Label,Locality_Desirability_Score,City_Encoded
2022-06-06,1,3000,100,1 out of 2,Super Area,New Nallakunta,Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner,4267,30.03,62,overcast clouds,33.3,30.0,8.006700845440367,1,3000,800000,4.5,14.545454545454545,1,9.0,5
2022-04-30,2,9000,875,4 out of 5,Super Area,Attapur,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,4268,30.03,62,overcast clouds,33.3,10.285714285714286,9.105090961257085,1,9000,7000000,1.542857142857143,14.545454545454545,0,3.0,5
2022-06-24,3,26000,1550,4 out of 5,Carpet Area,"LB Nagar, NH 9",Hyderabad,Unfurnished,Bachelors,2,Contact Owner,4269,30.03,62,overcast clouds,33.3,16.774193548387096,10.165890277802454,0,26000,12400000,2.5161290322580645,14.545454545454545,1,7.0,5
2022-06-02,3,52000,1742,23 out of 35,Super Area,Gachibowli,Hyderabad,Semi-Furnished,Family,3,Contact Agent,4270,30.03,62,overcast clouds,33.3,29.850746268656717,10.859018228147887,1,52000,13936000,4.477611940298507,14.545454545454545,1,9.0,5
2022-06-24,1,4700,850,3 out of 3,Super Area," in Boduppal, NH 2 2",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,4271,30.03,62,overcast clouds,33.3,5.529411764705882,8.45553053102413,0,4700,6800000,0.8294117647058823,14.545454545454545,0,1.0,5
2022-07-03,2,13000,1300,2 out of 2,Carpet Area,Sainikpuri,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,4272,30.03,62,overcast clouds,33.3,10.0,9.472781556562168,0,13000,10400000,1.5,14.545454545454545,0,2.0,5
2022-07-08,2,9500,650,3 out of 4,Carpet Area,in Kushaiguda,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,4273,30.03,62,overcast clouds,33.3,14.615384615384615,9.15915233520675,0,9500,5200000,2.1923076923076925,14.545454545454545,1,6.0,5
2022-06-13,3,28000,1600,5 out of 20,Carpet Area,Bandlaguda Jagir,Hyderabad,Semi-Furnished,Bachelors,2,Contact Owner,4274,30.03,62,overcast clouds,33.3,17.5,10.239995502805316,1,28000,12800000,2.625,14.545454545454545,1,7.0,5
2022-05-06,3,30000,1730,7 out of 9,Super Area,Nalagandla,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,4275,30.03,62,overcast clouds,33.3,17.341040462427745,10.308985993422082,1,30000,13840000,2.601156069364162,14.545454545454545,1,7.0,5
2022-07-06,3,46000,2235,Ground out of 10,Carpet Area,Gachibowli,Hyderabad,Unfurnished,Family,5,Contact Agent,4276,30.03,62,overcast clouds,33.3,20.58165548098434,10.736418414365376,0,46000,17880000,3.087248322147651,14.545454545454545,1,8.0,5
2022-06-22,2,8500,1200,Ground out of 2,Super Area,Medipally,Hyderabad,Unfurnished,Bachelors/Family,3,Contact Owner,4277,30.03,62,overcast clouds,33.3,7.083333333333333,9.04793908261736,0,8500,9600000,1.0625,14.545454545454545,0,1.0,5
2022-05-31,3,16500,1500,2 out of 6,Carpet Area,Kompally,Hyderabad,Semi-Furnished,Bachelors,3,Contact Owner,4278,30.03,62,overcast clouds,33.3,11.0,9.711176264112805,1,16500,12000000,1.6500000000000001,14.545454545454545,0,3.0,5
2022-07-08,2,12000,1000,1 out of 3,Super Area,"Gouri Shankar Nagar Colony, Banjara Hills",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,4279,30.03,62,overcast clouds,33.3,12.0,9.392745258631441,1,12000,8000000,1.7999999999999998,14.545454545454545,0,4.0,5
2022-07-09,2,12000,840,2 out of 4,Super Area,Old Nallakunta,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,4280,30.03,62,overcast clouds,33.3,14.285714285714286,9.392745258631441,0,12000,6720000,2.142857142857143,14.545454545454545,0,5.0,5
2022-06-22,2,12500,1200,2 out of 5,Super Area,Kompally,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,4281,30.03,62,overcast clouds,33.3,10.416666666666666,9.433563920090563,1,12500,9600000,1.5625,14.545454545454545,0,3.0,5
2022-05-20,2,8000,175,1 out of 3,Super Area,"Old Malakpet, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,4282,30.03,62,overcast clouds,33.3,45.714285714285715,8.987321812850125,1,8000,1400000,6.857142857142858,14.545454545454545,1,10.0,5
2022-05-03,2,7500,1200,1 out of 3,Super Area,Dammaiguda,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,4283,30.03,62,overcast clouds,33.3,6.25,8.922791623969637,1,7500,9600000,0.9375,14.545454545454545,0,1.0,5
2022-06-22,3,25000,1970,5 out of 9,Super Area,Kompally,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,4284,30.03,62,overcast clouds,33.3,12.690355329949238,10.12667110305036,1,25000,15760000,1.903553299492386,14.545454545454545,0,4.0,5
2022-07-06,2,9000,160,Ground out of 2,Super Area,Nagaram,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,4285,30.03,62,overcast clouds,33.3,56.25,9.105090961257085,0,9000,1280000,8.4375,14.545454545454545,1,10.0,5
2022-05-20,2,13000,700,3 out of 4,Super Area,"Habsiguda, NH 2 2",Hyderabad,Furnished,Bachelors/Family,2,Contact Owner,4286,30.03,62,overcast clouds,33.3,18.571428571428573,9.472781556562168,1,13000,5600000,2.7857142857142856,14.545454545454545,1,7.0,5
2022-06-28,2,10000,650,4 out of 4,Carpet Area,Namalagundu,Hyderabad,Unfurnished,Bachelors,2,Contact Owner,4287,30.03,62,overcast clouds,33.3,15.384615384615385,9.210440366976517,0,10000,5200000,2.307692307692308,14.545454545454545,1,6.0,5
2022-05-20,2,10000,1200,2 out of 3,Super Area,"Jillelguda, Medbowli",Hyderabad,Furnished,Bachelors/Family,2,Contact Owner,4288,30.03,62,overcast clouds,33.3,8.333333333333334,9.210440366976517,1,10000,9600000,1.25,14.545454545454545,0,1.0,5
2022-05-29,4,52000,2700,11 out of 13,Super Area,Gachibowli,Hyderabad,Furnished,Bachelors/Family,4,Contact Owner,4289,30.03,62,overcast clouds,33.3,19.25925925925926,10.859018228147887,1,52000,21600000,2.888888888888889,14.545454545454545,1,8.0,5
2022-06-19,2,12000,1000,4 out of 5,Super Area,Secunderabad,Hyderabad,Unfurnished,Bachelors/Family,3,Contact Owner,4290,30.03,62,overcast clouds,33.3,12.0,9.392745258631441,0,12000,8000000,1.7999999999999998,14.545454545454545,0,4.0,5
2022-05-26,2,39000,1283,5 out of 34,Super Area,Gachibowli,Hyderabad,Unfurnished,Bachelors,2,Contact Agent,4291,30.03,62,overcast clouds,33.3,30.3975058456742,10.571342565808699,0,39000,10264000,4.55962587685113,14.545454545454545,1,9.0,5
2022-07-10,2,22000,1100,1 out of 12,Carpet Area,"Miyapur, NH 9",Hyderabad,Furnished,Family,2,Contact Agent,4292,30.03,62,overcast clouds,33.3,20.0,9.99884318585288,1,22000,8800000,3.0,14.545454545454545,1,8.0,5
2022-06-28,3,15000,1500,1 out of 1,Super Area,Old Bowenpally,Hyderabad,Unfurnished,Bachelors/Family,3,Contact Owner,4293,30.03,62,overcast clouds,33.3,10.0,9.61587214452889,0,15000,12000000,1.5,14.545454545454545,0,2.0,5
2022-05-22,1,9000,600,1 out of 3,Super Area,"Domalguda, Himayath Nagar, NH 7",Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Agent,4294,30.03,62,overcast clouds,33.3,15.0,9.105090961257085,1,9000,4800000,2.25,14.545454545454545,1,6.0,5
2022-04-28,2,18000,1000,Ground out of 2,Carpet Area,"Uppal, NH 2 2",Hyderabad,Semi-Furnished,Bachelors,2,Contact Owner,4295,30.03,62,overcast clouds,33.3,18.0,9.798182590890704,1,18000,8000000,2.7,14.545454545454545,1,7.0,5
2022-05-02,2,6000,1250,Ground out of 1,Super Area,"Ambedkar Nagar-Boduppal, Secunderabad",Hyderabad,Unfurnished,Family,2,Contact Owner,4296,30.03,62,overcast clouds,33.3,4.8,8.699681400989514,0,6000,10000000,0.72,14.545454545454545,0,1.0,5
2022-07-10,4,120000,3455,12 out of 17,Super Area,Madhapur,Hyderabad,Semi-Furnished,Family,4,Contact Agent,4297,30.03,62,overcast clouds,33.3,34.73227206946454,11.695255355062795,1,120000,27640000,5.209840810419681,14.545454545454545,1,10.0,5
2022-06-06,2,7000,1000,1 out of 2,Super Area,"Hayathnagar, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,4298,30.03,62,overcast clouds,33.3,7.0,8.853808274977197,1,7000,8000000,1.05,14.545454545454545,0,1.0,5
2022-07-06,3,30000,1940,1 out of 5,Carpet Area,"Hyder Nagar, NH 9",Hyderabad,Semi-Furnished,Bachelors,3,Contact Owner,4299,30.03,62,overcast clouds,33.3,15.463917525773196,10.308985993422082,1,30000,15520000,2.3195876288659796,14.545454545454545,1,6.0,5
2022-06-29,3,25000,1500,1 out of 2,Carpet Area,"Ayodhya Nagar, Quthbullapur",Hyderabad,Semi-Furnished,Family,3,Contact Owner,4300,30.03,62,overcast clouds,33.3,16.666666666666668,10.12667110305036,1,25000,12000000,2.5,14.545454545454545,1,7.0,5
2022-06-08,3,16500,1600,2 out of 5,Super Area,Attapur,Hyderabad,Semi-Furnished,Family,3,Contact Owner,4301,30.03,62,overcast clouds,33.3,10.3125,9.711176264112805,1,16500,12800000,1.546875,14.545454545454545,0,3.0,5
2022-06-27,2,18000,700,7 out of 8,Carpet Area,Rajendra Mandal,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,4302,30.03,62,overcast clouds,33.3,25.714285714285715,9.798182590890704,0,18000,5600000,3.8571428571428568,14.545454545454545,1,9.0,5
2022-07-06,1,14000,540,1 out of 5,Carpet Area,Kondapur,Hyderabad,Unfurnished,Bachelors,1,Contact Agent,4303,30.03,62,overcast clouds,33.3,25.925925925925927,9.546884034617925,0,14000,4320000,3.888888888888889,14.545454545454545,1,9.0,5
2022-05-24,3,13000,1550,1 out of 5,Carpet Area,Bandlaguda Jagir,Hyderabad,Unfurnished,Bachelors,3,Contact Owner,4304,30.03,62,overcast clouds,33.3,8.387096774193548,9.472781556562168,0,13000,12400000,1.2580645161290323,14.545454545454545,0,1.0,5
2022-06-02,2,8500,700,2 out of 3,Super Area,Budwel,Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner,4305,30.03,62,overcast clouds,33.3,12.142857142857142,9.04793908261736,1,8500,5600000,1.8214285714285714,14.545454545454545,0,4.0,5
2022-06-30,1,6000,500,2 out of 2,Super Area,"Lalaguda, Secunderabad",Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,4306,30.03,62,overcast clouds,33.3,12.0,8.699681400989514,0,6000,4000000,1.7999999999999998,14.545454545454545,0,4.0,5
2022-06-25,1,6000,600,Ground out of 4,Super Area,Amberpet,Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner,4307,30.03,62,overcast clouds,33.3,10.0,8.699681400989514,1,6000,4800000,1.5,14.545454545454545,0,2.0,5
2022-05-25,2,7500,100,1 out of 3,Super Area,Amberpet,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,4308,30.03,62,overcast clouds,33.3,75.0,8.922791623969637,0,7500,800000,11.25,14.545454545454545,1,10.0,5
2022-06-14,2,15000,1100,1 out of 4,Super Area,"Dilsukh Nagar, NH 9",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,4309,30.03,62,overcast clouds,33.3,13.636363636363637,9.61587214452889,0,15000,8800000,2.0454545454545454,14.545454545454545,0,5.0,5
2022-07-06,1,6000,500,1 out of 2,Super Area,RTC Cross Road,Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner,4310,30.03,62,overcast clouds,33.3,12.0,8.699681400989514,1,6000,4000000,1.7999999999999998,14.545454545454545,0,4.0,5
2022-05-24,2,8000,1350,1 out of 2,Carpet Area,"Boduppal, NH 2 2",Hyderabad,Unfurnished,Bachelors,2,Contact Owner,4311,30.03,62,overcast clouds,33.3,5.925925925925926,8.987321812850125,0,8000,10800000,0.8888888888888888,14.545454545454545,0,1.0,5
2022-07-10,2,21000,1100,4 out of 5,Carpet Area,"Himayath Nagar, NH 7",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Agent,4312,30.03,62,overcast clouds,33.3,19.09090909090909,9.952325334619427,1,21000,8800000,2.8636363636363638,14.545454545454545,1,8.0,5
2022-05-06,1,6000,400,2 out of 2,Super Area,Shamshabad,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,4313,30.03,62,overcast clouds,33.3,15.0,8.699681400989514,0,6000,3200000,2.25,14.545454545454545,1,6.0,5
2022-05-07,3,10000,1000,2 out of 2,Carpet Area,"Manikonda, Outer Ring Road",Hyderabad,Furnished,Family,2,Contact Owner,4314,30.03,62,overcast clouds,33.3,10.0,9.210440366976517,1,10000,8000000,1.5,14.545454545454545,0,2.0,5
2022-05-20,1,12000,300,2 out of 3,Super Area,Gachibowli,Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner,4315,30.03,62,overcast clouds,33.3,40.0,9.392745258631441,1,12000,2400000,6.0,14.545454545454545,1,10.0,5
2022-07-08,2,10000,120,Ground out of 2,Super Area,"Vanasthalipuram, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,4316,30.03,62,overcast clouds,33.3,83.33333333333333,9.210440366976517,1,10000,960000,12.5,14.545454545454545,1,10.0,5
2022-05-09,2,12000,1000,2 out of 2,Super Area,Kothapet,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,4317,30.03,62,overcast clouds,33.3,12.0,9.392745258631441,1,12000,8000000,1.7999999999999998,14.545454545454545,0,4.0,5
2022-06-18,2,15000,980,3 out of 5,Super Area,Langar Houz,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,4318,30.03,62,overcast clouds,33.3,15.306122448979592,9.61587214452889,1,15000,7840000,2.295918367346939,14.545454545454545,1,6.0,5
2022-05-12,3,35000,3050,Ground out of 2,Super Area,Sainikpuri,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,4319,30.03,62,overcast clouds,33.3,11.475409836065573,10.463131911491967,1,35000,24400000,1.7213114754098362,14.545454545454545,0,4.0,5
2022-07-02,3,30000,1800,5 out of 5,Carpet Area,"Anand Nagar-Khairatabad, NH 7",Hyderabad,Unfurnished,Bachelors/Family,3,Contact Owner,4320,30.03,62,overcast clouds,33.3,16.666666666666668,10.308985993422082,0,30000,14400000,2.5,14.545454545454545,1,7.0,5
2022-05-06,2,15500,800,2 out of 2,Super Area,Prakash Nagar,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,4321,30.03,62,overcast clouds,33.3,19.375,9.648659816955295,1,15500,6400000,2.90625,14.545454545454545,1,8.0,5
2022-05-12,2,16000,400,Ground out of 2,Super Area,Old Bowenpally,Hyderabad,Unfurnished,Bachelors/Family,3,Contact Owner,4322,30.03,62,overcast clouds,33.3,40.0,9.680406499268875,0,16000,3200000,6.0,14.545454545454545,1,10.0,5
2022-07-10,2,15000,1300,3 out of 5,Carpet Area,Kondapur,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Agent,4323,30.03,62,overcast clouds,33.3,11.538461538461538,9.61587214452889,1,15000,10400000,1.7307692307692308,14.545454545454545,0,4.0,5
2022-05-25,3,20000,1250,2 out of 6,Super Area,Qutub Shahi Tombs,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,4324,30.03,62,overcast clouds,33.3,16.0,9.90353755128617,0,20000,10000000,2.4,14.545454545454545,1,6.0,5
2022-07-02,2,14000,800,1 out of 4,Super Area,Dr A.S. Rao Nagar,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,4325,30.03,62,overcast clouds,33.3,17.5,9.546884034617925,1,14000,6400000,2.625,14.545454545454545,1,7.0,5
2022-05-12,2,10000,1100,Ground out of 2,Super Area,Kapra,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,4326,30.03,62,overcast clouds,33.3,9.090909090909092,9.210440366976517,0,10000,8800000,1.3636363636363635,14.545454545454545,0,2.0,5
2022-07-06,2,11000,1000,Ground out of 1,Carpet Area,"Beeramguda, Ramachandra Puram, NH 9",Hyderabad,Semi-Furnished,Family,2,Contact Owner,4327,30.03,62,overcast clouds,33.3,11.0,9.305741456739435,1,11000,8000000,1.6500000000000001,14.545454545454545,0,3.0,5
2022-07-02,2,10000,90,Ground out of 3,Super Area,Amberpet,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,4328,30.03,62,overcast clouds,33.3,111.11111111111111,9.210440366976517,0,10000,720000,16.666666666666664,14.545454545454545,1,10.0,5
2022-05-12,2,9000,950,2 out of 3,Super Area,Chanda Nagar,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,4329,30.03,62,overcast clouds,33.3,9.473684210526315,9.105090961257085,0,9000,7600000,1.4210526315789473,14.545454545454545,0,2.0,5
2022-07-01,2,10000,1000,2 out of 3,Carpet Area,Rock Town Colony,Hyderabad,Semi-Furnished,Bachelors,2,Contact Owner,4330,30.03,62,overcast clouds,33.3,10.0,9.210440366976517,1,10000,8000000,1.5,14.545454545454545,0,2.0,5
2022-05-25,1,7000,500,1 out of 4,Super Area,Chanda Nagar,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,4331,30.03,62,overcast clouds,33.3,14.0,8.853808274977197,0,7000,4000000,2.1,14.545454545454545,0,5.0,5
2022-05-20,2,8000,1200,1 out of 3,Super Area,"Hayathnagar, NH 9",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,4332,30.03,62,overcast clouds,33.3,6.666666666666667,8.987321812850125,0,8000,9600000,1.0,14.545454545454545,0,1.0,5
2022-06-14,2,15000,1000,Ground out of 4,Super Area,Mehdipatnam,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,4333,30.03,62,overcast clouds,33.3,15.0,9.61587214452889,0,15000,8000000,2.25,14.545454545454545,1,6.0,5
2022-06-18,6,60000,2800,Ground out of 3,Super Area,"Boduppal, NH 2 2",Hyderabad,Furnished,Bachelors/Family,7,Contact Owner,4334,30.03,62,overcast clouds,33.3,21.428571428571427,11.002116507732017,1,60000,22400000,3.214285714285714,14.545454545454545,1,8.0,5
2022-06-23,3,17000,1800,Ground out of 1,Carpet Area,Bandlaguda Jagir,Hyderabad,Unfurnished,Bachelors/Family,3,Contact Owner,4335,30.03,62,overcast clouds,33.3,9.444444444444445,9.741027444837728,0,17000,14400000,1.4166666666666665,14.545454545454545,0,2.0,5
2022-06-29,2,8000,550,2 out of 4,Super Area,Attapur,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,4336,30.03,62,overcast clouds,33.3,14.545454545454545,8.987321812850125,0,8000,4400000,2.181818181818182,14.545454545454545,0,5.0,5
2022-06-10,2,8500,1000,2 out of 16,Carpet Area,Medipally,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,4337,30.03,62,overcast clouds,33.3,8.5,9.04793908261736,1,8500,8000000,1.275,14.545454545454545,0,1.0,5
2022-06-06,3,20000,2000,1 out of 3,Carpet Area,Srisailam Highway,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,4338,30.03,62,overcast clouds,33.3,10.0,9.90353755128617,1,20000,16000000,1.5,14.545454545454545,0,2.0,5
2022-05-12,2,7500,800,2 out of 4,Super Area,"Pragathi Nagar, Kukatpally",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,4339,30.03,62,overcast clouds,33.3,9.375,8.922791623969637,1,7500,6400000,1.40625,14.545454545454545,0,2.0,5
2022-05-16,2,8000,1150,1 out of 4,Super Area,Kistareddypet,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,4340,30.03,62,overcast clouds,33.3,6.956521739130435,8.987321812850125,0,8000,9200000,1.0434782608695654,14.545454545454545,0,1.0,5
2022-06-18,2,5000,600,Ground out of 2,Super Area,Meerpet,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,4341,30.03,62,overcast clouds,33.3,8.333333333333334,8.517393171418904,0,5000,4800000,1.25,14.545454545454545,0,1.0,5
2022-04-30,3,22000,1700,2 out of 3,Super Area,"Vahini nagar, Karkhana, Hyderabad road no 2a",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,4342,30.03,62,overcast clouds,33.3,12.941176470588236,9.99884318585288,1,22000,13600000,1.9411764705882355,14.545454545454545,0,5.0,5
2022-07-02,3,30000,1800,5 out of 5,Carpet Area,"Anand Nagar-Khairatabad, NH 7",Hyderabad,Unfurnished,Family,3,Contact Owner,4343,30.03,62,overcast clouds,33.3,16.666666666666668,10.308985993422082,0,30000,14400000,2.5,14.545454545454545,1,7.0,5
2022-06-02,2,12000,1000,3 out of 5,Super Area,Nadeem Colony,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,4344,30.03,62,overcast clouds,33.3,12.0,9.392745258631441,0,12000,8000000,1.7999999999999998,14.545454545454545,0,4.0,5
2022-07-08,3,20000,1500,1 out of 6,Super Area,Peeramcheru,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,4345,30.03,62,overcast clouds,33.3,13.333333333333334,9.90353755128617,1,20000,12000000,2.0,14.545454545454545,0,5.0,5
2022-05-01,1,7500,500,1 out of 3,Super Area,"Champapet, Koti",Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner,4346,30.03,62,overcast clouds,33.3,15.0,8.922791623969637,1,7500,4000000,2.25,14.545454545454545,1,6.0,5
2022-07-06,3,10000,1100,1 out of 4,Carpet Area,"Manikonda, Outer Ring Road",Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Agent,4347,30.03,62,overcast clouds,33.3,9.090909090909092,9.210440366976517,1,10000,8800000,1.3636363636363635,14.545454545454545,0,2.0,5
2022-07-08,2,12000,1050,3 out of 4,Super Area,"Uppal, NH 2 2",Hyderabad,Unfurnished,Bachelors/Family,3,Contact Owner,4348,30.03,62,overcast clouds,33.3,11.428571428571429,9.392745258631441,0,12000,8400000,1.7142857142857144,14.545454545454545,0,4.0,5
2022-06-12,2,12000,1000,2 out of 4,Super Area,Ram nagar,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,4349,30.03,62,overcast clouds,33.3,12.0,9.392745258631441,0,12000,8000000,1.7999999999999998,14.545454545454545,0,4.0,5
2022-06-28,3,15000,1360,6 out of 8,Super Area,Badesahebguda,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,4350,30.03,62,overcast clouds,33.3,11.029411764705882,9.61587214452889,1,15000,10880000,1.6544117647058825,14.545454545454545,0,3.0,5
2022-06-18,2,25000,1100,1 out of 7,Super Area,"Upparpally, Hyderabad Expressway",Hyderabad,Furnished,Bachelors/Family,2,Contact Owner,4351,30.03,62,overcast clouds,33.3,22.727272727272727,10.12667110305036,1,25000,8800000,3.4090909090909087,14.545454545454545,1,9.0,5
2022-06-10,2,15500,1100,3 out of 4,Super Area,"Kachiguda, NH 2 2",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,4352,30.03,62,overcast clouds,33.3,14.090909090909092,9.648659816955295,1,15500,8800000,2.1136363636363638,14.545454545454545,0,5.0,5
2022-06-29,1,6500,400,1 out of 2,Super Area,"Kukatpally, NH 9",Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,4353,30.03,62,overcast clouds,33.3,16.25,8.77971129020447,0,6500,3200000,2.4375,14.545454545454545,1,6.0,5
2022-04-29,3,26000,1450,4 out of 7,Super Area,"Lingampally-Serilingampally, NH 2 2",Hyderabad,Semi-Furnished,Family,2,Contact Owner,4354,30.03,62,overcast clouds,33.3,17.93103448275862,10.165890277802454,1,26000,11600000,2.689655172413793,14.545454545454545,1,7.0,5
2022-05-02,2,25000,1150,1 out of 4,Super Area,"Banjara Hills, NH 9",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,4355,30.03,62,overcast clouds,33.3,21.73913043478261,10.12667110305036,0,25000,9200000,3.260869565217391,14.545454545454545,1,9.0,5
2022-05-26,1,8000,550,2 out of 3,Super Area,"Rasoolpura, Mahatma Gandhi Road",Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner,4356,30.03,62,overcast clouds,33.3,14.545454545454545,8.987321812850125,1,8000,4400000,2.181818181818182,14.545454545454545,0,5.0,5
2022-05-16,2,8000,900,Ground out of 2,Super Area,"Uppal, NH 2 2",Hyderabad,Furnished,Bachelors/Family,1,Contact Owner,4357,30.03,62,overcast clouds,33.3,8.88888888888889,8.987321812850125,1,8000,7200000,1.3333333333333335,14.545454545454545,0,2.0,5
2022-06-25,2,12000,700,1 out of 5,Super Area,"Padmarao Nagar, Hyderabad-Karimnagar Highway",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,4358,30.03,62,overcast clouds,33.3,17.142857142857142,9.392745258631441,1,12000,5600000,2.571428571428571,14.545454545454545,1,7.0,5
2022-07-08,2,11500,1000,2 out of 3,Carpet Area,Attapur,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,4359,30.03,62,overcast clouds,33.3,11.5,9.350189267092581,1,11500,8000000,1.725,14.545454545454545,0,4.0,5
2022-05-21,1,9000,100,Upper Basement out of 4,Carpet Area,"Hafeezpet, NH 9",Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,4360,30.03,62,overcast clouds,33.3,90.0,9.105090961257085,0,9000,800000,13.5,14.545454545454545,1,10.0,5
2022-05-27,2,6500,700,2 out of 3,Super Area,Meerpet,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,4361,30.03,62,overcast clouds,33.3,9.285714285714286,8.77971129020447,0,6500,5600000,1.3928571428571428,14.545454545454545,0,2.0,5
2022-07-05,2,7000,800,Ground out of 1,Carpet Area,"Boduppal, NH 2 2",Hyderabad,Unfurnished,Bachelors,2,Contact Owner,4362,30.03,62,overcast clouds,33.3,8.75,8.853808274977197,0,7000,6400000,1.3125,14.545454545454545,0,1.0,5
2022-05-12,2,16000,1650,Ground out of 3,Super Area,Kapra,Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner,4363,30.03,62,overcast clouds,33.3,9.696969696969697,9.680406499268875,1,16000,13200000,1.4545454545454546,14.545454545454545,0,2.0,5
2022-06-30,2,12000,933,2 out of 5,Super Area,Kompally,Hyderabad,Unfurnished,Bachelors,2,Contact Owner,4364,30.03,62,overcast clouds,33.3,12.861736334405144,9.392745258631441,0,12000,7464000,1.929260450160772,14.545454545454545,0,5.0,5
2022-07-02,2,20000,500,1 out of 5,Super Area,East Nehru Nagar,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,4365,30.03,62,overcast clouds,33.3,40.0,9.90353755128617,1,20000,4000000,6.0,14.545454545454545,1,10.0,5
2022-05-12,2,7500,800,2 out of 4,Super Area,Meerpet,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,4366,30.03,62,overcast clouds,33.3,9.375,8.922791623969637,1,7500,6400000,1.40625,14.545454545454545,0,2.0,5
2022-05-16,2,9000,900,1 out of 3,Super Area,"Ramanthapur, NH 2 2",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,4367,30.03,62,overcast clouds,33.3,10.0,9.105090961257085,1,9000,7200000,1.5,14.545454545454545,0,2.0,5
